instance,n,f,regime,seed,pricing,status,iterations,pricing_calls,total_columns,seed_columns,phase1_route_columns,phase2_pairing_columns,max_routes_per_column,avg_routes_per_pairing,reached_optimality,total_seconds,master_seconds,pricing_seconds,root_lp_objective,integer_objective,open_facilities
lrsp_n024_f08_tight_s3,24,8,tight,3,ip,lp_optimal,8,64,612,175,437,0,1,0.0000,1,3.020000,0.010200,2.678500,2361.639965,2502.812085,6
lrsp_n025_f08_moderate_s1,25,8,moderate,1,dp,lp_optimal,11,88,876,156,720,0,1,0.0000,1,13.245200,0.014400,13.007200,1510.187820,1559.706877,5
lrsp_n025_f08_moderate_s1,25,8,moderate,1,ip,lp_optimal,11,88,876,156,720,0,1,0.0000,1,12.949500,0.014900,12.717400,1510.187820,1559.706877,5
lrsp_n025_f08_moderate_s3,25,8,moderate,3,ip,time_limit,2,16,437,181,256,0,1,0.0000,0,39.649000,0.006800,35.539200,1658.096303,1815.433793,5
lrsp_n025_f08_tight_s1,25,8,tight,1,dp,lp_optimal,7,56,389,97,292,0,1,0.0000,1,1.147900,0.005900,0.054200,1837.039189,1927.786233,6
lrsp_n025_f08_tight_s1,25,8,tight,1,ip,lp_optimal,7,56,389,97,292,0,1,0.0000,1,1.142500,0.007000,0.053700,1837.039189,1927.786233,6
lrsp_n025_f08_tight_s2,25,8,tight,2,dp,lp_optimal,8,64,528,136,392,0,1,0.0000,1,1.435700,0.008200,0.250400,1861.192086,2014.706940,6
lrsp_n025_f08_tight_s2,25,8,tight,2,ip,lp_optimal,8,64,528,136,392,0,1,0.0000,1,1.423100,0.008100,0.236500,1861.192086,2014.706940,6
lrsp_n025_f08_tight_s3,25,8,tight,3,dp,lp_optimal,7,56,433,116,317,0,1,0.0000,1,0.230300,0.007200,0.166500,1816.084847,1862.478460,6
lrsp_n025_f08_tight_s3,25,8,tight,3,ip,lp_optimal,7,56,433,116,317,0,1,0.0000,1,0.222000,0.007200,0.159500,1816.084847,1862.478460,6
lrsp_n026_f08_tight_s1,26,8,tight,1,dp,lp_optimal,6,48,550,142,408,0,1,0.0000,1,2.596400,0.007300,0.187100,2152.947193,2256.747179,6
lrsp_n026_f08_tight_s1,26,8,tight,1,ip,lp_optimal,6,48,550,142,408,0,1,0.0000,1,2.582300,0.007500,0.179500,2152.947193,2256.747179,6
lrsp_n026_f08_tight_s2,26,8,tight,2,ip,lp_optimal,7,56,617,174,443,0,1,0.0000,1,2.095100,0.007800,1.091700,1854.430353,1962.621221,6
lrsp_n026_f08_tight_s3,26,8,tight,3,ip,lp_optimal,8,64,625,197,428,0,1,0.0000,1,6.271000,0.008100,6.092700,2083.070209,2130.008136,6
lrsp_n027_f09_moderate_s2,27,9,moderate,2,ip,time_limit,3,27,640,208,432,0,1,0.0000,0,39.430900,0.007600,38.313400,1832.367235,1967.537083,5
lrsp_n027_f09_tight_s1,27,9,tight,1,ip,lp_optimal,8,72,767,208,559,0,1,0.0000,1,3.090900,0.009000,2.307200,2054.140622,2112.657085,7
lrsp_n027_f09_tight_s2,27,9,tight,2,dp,lp_optimal,6,54,561,139,422,0,1,0.0000,1,1.022800,0.007100,0.096800,2199.950003,2313.001613,7
lrsp_n027_f09_tight_s2,27,9,tight,2,ip,lp_optimal,6,54,561,139,422,0,1,0.0000,1,1.013200,0.007200,0.094700,2199.950003,2313.001613,7
lrsp_n027_f09_tight_s3,27,9,tight,3,dp,lp_optimal,7,63,405,121,284,0,1,0.0000,1,0.305300,0.005900,0.152700,2126.751507,2253.427600,7
lrsp_n027_f09_tight_s3,27,9,tight,3,ip,lp_optimal,7,63,405,121,284,0,1,0.0000,1,0.302100,0.006000,0.149900,2126.751507,2253.427600,7
lrsp_n028_f09_moderate_s2,28,9,moderate,2,dp,lp_optimal,11,99,1012,174,838,0,1,0.0000,1,16.812000,0.025700,16.129100,1557.023920,1679.199231,5
lrsp_n028_f09_moderate_s2,28,9,moderate,2,ip,lp_optimal,11,99,1012,174,838,0,1,0.0000,1,16.303300,0.027100,15.591100,1557.023920,1679.199231,5
lrsp_n028_f09_tight_s1,28,9,tight,1,ip,lp_optimal,7,63,644,230,414,0,1,0.0000,1,5.889800,0.007400,4.251300,2296.421354,2434.765273,7
lrsp_n028_f09_tight_s2,28,9,tight,2,dp,lp_optimal,6,54,417,102,315,0,1,0.0000,1,1.043800,0.005600,0.046600,2114.288807,2250.840035,7
lrsp_n028_f09_tight_s2,28,9,tight,2,ip,lp_optimal,6,54,417,102,315,0,1,0.0000,1,1.037600,0.005500,0.046600,2114.288807,2250.840035,7
lrsp_n028_f09_tight_s3,28,9,tight,3,ip,lp_optimal,9,81,741,205,536,0,1,0.0000,1,9.303900,0.011300,9.162600,2283.291822,2346.025480,7
lrsp_n029_f09_tight_s1,29,9,tight,1,dp,lp_optimal,7,63,571,179,392,0,1,0.0000,1,0.999800,0.007700,0.486100,2112.884226,2189.020376,7
lrsp_n029_f09_tight_s1,29,9,tight,1,ip,lp_optimal,7,63,571,179,392,0,1,0.0000,1,0.971600,0.007500,0.463400,2112.884226,2189.020376,7
lrsp_n029_f09_tight_s2,29,9,tight,2,dp,lp_optimal,7,63,559,147,412,0,1,0.0000,1,0.626000,0.007900,0.294300,2053.832762,2181.040860,7
lrsp_n029_f09_tight_s2,29,9,tight,2,ip,lp_optimal,7,63,559,147,412,0,1,0.0000,1,0.614200,0.008200,0.285400,2053.832762,2181.040860,7
lrsp_n029_f09_tight_s3,29,9,tight,3,ip,time_limit,1,9,402,258,144,0,1,0.0000,0,39.537500,0.003700,38.973300,2850.403680,2934.339581,7
lrsp_n030_f10_tight_s1,30,10,tight,1,ip,lp_optimal,8,80,889,285,604,0,1,0.0000,1,25.739100,0.010300,24.955400,2424.007579,2581.306833,8
lrsp_n030_f10_tight_s2,30,10,tight,2,dp,lp_optimal,8,80,711,190,521,0,1,0.0000,1,1.066900,0.010600,0.534300,2377.762223,2495.974586,8
lrsp_n030_f10_tight_s2,30,10,tight,2,ip,lp_optimal,8,80,711,190,521,0,1,0.0000,1,1.046300,0.010600,0.512600,2377.762223,2495.974586,8
lrsp_n030_f10_tight_s3,30,10,tight,3,dp,lp_optimal,6,60,501,140,361,0,1,0.0000,1,0.408300,0.007300,0.231800,2145.605509,2233.892837,8
lrsp_n030_f10_tight_s3,30,10,tight,3,ip,lp_optimal,6,60,501,140,361,0,1,0.0000,1,0.402600,0.007400,0.225800,2145.605509,2233.892837,8
