instance_name,instance_path,pricing_method,num_customers,num_facilities,vehicle_time_limit,status,objective_value,root_lp_objective,integer_objective,iterations,pricing_calls,total_columns,master_runtime,pricing_runtime,total_runtime,avg_pricing_time_per_iteration,max_pricing_time_in_iteration,reached_optimality,no_improving_column_found,hit_time_limit,failed,failure_message
p01-f25-v1t1,Akca Repo\routingproblems-lrspcodenew-a2985b2bf3ec\exact-1stp-bp\p01-f25-v1t1.txt,dp,25,5,140.0,iteration_limit,9810.47256200881,9810.47256200881,,1,5,140,0.04086670000106096,2.465488500005449,2.507657399997697,2.465488500005449,2.465488500005449,False,False,False,False,Reached max_iterations=1 without proving LP optimality.
p01-f25-v1t1,Akca Repo\routingproblems-lrspcodenew-a2985b2bf3ec\exact-1stp-bp\p01-f25-v1t1.txt,ip,25,5,140.0,iteration_limit,9810.47256200881,9810.47256200881,,1,5,140,0.03597779999836348,2.4759627000021283,2.5128917999973055,2.4759627000021283,2.4759627000021283,False,False,False,False,Reached max_iterations=1 without proving LP optimality.
p01-f25-v2t1,Akca Repo\routingproblems-lrspcodenew-a2985b2bf3ec\exact-1stp-bp\p01-f25-v2t1.txt,dp,25,5,140.0,iteration_limit,9810.47256200881,9810.47256200881,,1,5,140,0.04935939999995753,3.8424786999894422,3.892864900000859,3.8424786999894422,3.8424786999894422,False,False,False,False,Reached max_iterations=1 without proving LP optimality.
p01-f25-v2t1,Akca Repo\routingproblems-lrspcodenew-a2985b2bf3ec\exact-1stp-bp\p01-f25-v2t1.txt,ip,25,5,140.0,iteration_limit,9810.47256200881,9810.47256200881,,1,5,140,0.03427889999875333,3.9503457999962848,3.9860926999972435,3.9503457999962848,3.9503457999962848,False,False,False,False,Reached max_iterations=1 without proving LP optimality.
