instance,n,f,regime,seed,pricing,status,iterations,pricing_calls,total_columns,seed_columns,phase1_route_columns,phase2_pairing_columns,max_routes_per_column,avg_routes_per_pairing,reached_optimality,total_seconds,master_seconds,pricing_seconds,root_lp_objective,integer_objective,open_facilities
lrsp_n020_f06_tight_s1,20,6,tight,1,ip,lp_optimal,7,42,366,85,281,0,1,0.0000,1,0.117100,0.004000,0.098600,1947.255890,1960.124286,5
lrsp_n020_f06_tight_s2,20,6,tight,2,ip,lp_optimal,7,42,432,102,330,0,1,0.0000,1,0.652600,0.005700,0.302000,1643.983886,1718.384488,5
lrsp_n020_f06_tight_s3,20,6,tight,3,ip,lp_optimal,6,36,413,108,305,0,1,0.0000,1,0.374200,0.005000,0.340500,1955.554225,1976.216933,5
lrsp_n021_f07_moderate_s1,21,7,moderate,1,ip,lp_optimal,11,77,832,147,685,0,1,0.0000,1,358.947500,0.011800,358.813200,1743.819891,1827.601273,4
lrsp_n021_f07_moderate_s2,21,7,moderate,2,ip,lp_optimal,10,70,849,147,702,0,1,0.0000,1,352.781100,0.011000,352.647500,1229.350137,1297.941093,4
lrsp_n021_f07_moderate_s3,21,7,moderate,3,ip,lp_optimal,10,70,790,147,643,0,1,0.0000,1,525.874200,0.011300,524.960700,1523.190221,1584.063165,4
lrsp_n021_f07_tight_s1,21,7,tight,1,ip,lp_optimal,9,63,686,146,540,0,1,0.0000,1,58.691400,0.009400,2.693800,2203.270232,2504.700639,6
lrsp_n021_f07_tight_s2,21,7,tight,2,ip,lp_optimal,7,49,464,113,351,0,1,0.0000,1,4.097800,0.006400,0.423300,1559.428405,1784.291738,6
lrsp_n021_f07_tight_s3,21,7,tight,3,ip,lp_optimal,8,56,532,141,391,0,1,0.0000,1,15.073400,0.007400,1.585000,1881.574403,2116.222093,6
lrsp_n022_f07_moderate_s1,22,7,moderate,1,ip,lp_optimal,9,63,652,154,498,0,1,0.0000,1,136.712700,0.008900,136.652300,1534.896442,1558.256099,4
lrsp_n022_f07_moderate_s2,22,7,moderate,2,ip,lp_optimal,12,84,926,153,773,0,1,0.0000,1,461.011400,0.015100,460.872700,1366.414531,1468.448324,4
lrsp_n022_f07_moderate_s3,22,7,moderate,3,ip,lp_optimal,13,91,1061,154,907,0,1,0.0000,1,337.802900,0.014700,337.673200,1467.909628,1514.431020,4
lrsp_n022_f07_tight_s1,22,7,tight,1,ip,lp_optimal,7,49,416,136,280,0,1,0.0000,1,0.572900,0.005100,0.502400,2092.843034,2146.837978,6
lrsp_n022_f07_tight_s2,22,7,tight,2,ip,lp_optimal,8,56,547,131,416,0,1,0.0000,1,22.781500,0.007300,0.510000,1717.453324,1973.130608,6
lrsp_n022_f07_tight_s3,22,7,tight,3,ip,lp_optimal,7,49,436,131,305,0,1,0.0000,1,0.687100,0.004700,0.606000,1973.814713,2050.189321,6
lrsp_n023_f07_moderate_s1,23,7,moderate,1,ip,lp_optimal,9,63,652,119,533,0,1,0.0000,1,3.216000,0.012000,2.363500,1338.592918,1398.407741,4
lrsp_n023_f07_moderate_s3,23,7,moderate,3,ip,lp_optimal,9,63,494,91,403,0,1,0.0000,1,2.205000,0.009400,1.593300,1252.004904,1312.580357,4
lrsp_n023_f07_tight_s1,23,7,tight,1,ip,lp_optimal,5,35,270,72,198,0,1,0.0000,1,0.046400,0.003600,0.018000,1772.484699,1785.296345,6
lrsp_n023_f07_tight_s2,23,7,tight,2,ip,lp_optimal,10,70,762,160,602,0,1,0.0000,1,11.520600,0.009200,11.294000,2156.985730,2231.919362,6
lrsp_n023_f07_tight_s3,23,7,tight,3,ip,lp_optimal,4,28,180,53,127,0,1,0.0000,1,0.030600,0.003200,0.009900,1647.997672,1693.300379,6
lrsp_n024_f08_moderate_s1,24,8,moderate,1,ip,lp_optimal,12,96,1019,190,829,0,1,0.0000,1,499.332200,0.020000,496.364700,1578.592457,1744.866409,5
lrsp_n024_f08_tight_s1,24,8,tight,1,ip,lp_optimal,9,72,626,165,461,0,1,0.0000,1,6.976700,0.008700,0.911600,2070.847722,2242.498231,6
lrsp_n024_f08_tight_s2,24,8,tight,2,ip,lp_optimal,6,48,553,172,381,0,1,0.0000,1,4.813700,0.007200,0.843700,1883.057394,2062.206940,6
lrsp_n024_f08_tight_s3,24,8,tight,3,ip,lp_optimal,8,64,612,175,437,0,1,0.0000,1,2.825300,0.009600,2.484600,2361.639965,2502.812085,6
lrsp_n025_f08_moderate_s1,25,8,moderate,1,ip,lp_optimal,11,88,876,156,720,0,1,0.0000,1,11.052000,0.014200,10.835100,1510.187820,1559.706877,5
lrsp_n025_f08_moderate_s2,25,8,moderate,2,ip,lp_optimal,10,80,916,189,727,0,1,0.0000,1,167.284500,0.014900,166.904400,1521.314314,1608.763260,5
lrsp_n025_f08_moderate_s3,25,8,moderate,3,ip,lp_optimal,11,88,1054,181,873,0,1,0.0000,1,109.539600,0.022200,102.825400,1387.961118,1566.554459,5
lrsp_n025_f08_tight_s1,25,8,tight,1,ip,lp_optimal,7,56,389,97,292,0,1,0.0000,1,1.018700,0.004800,0.049300,1837.039189,1927.786233,6
lrsp_n025_f08_tight_s2,25,8,tight,2,ip,lp_optimal,8,64,528,136,392,0,1,0.0000,1,1.259500,0.006900,0.216100,1861.192086,2014.706940,6
lrsp_n025_f08_tight_s3,25,8,tight,3,ip,lp_optimal,7,56,433,116,317,0,1,0.0000,1,0.199300,0.005800,0.144400,1816.084847,1862.478460,6
lrsp_n026_f08_moderate_s1,26,8,moderate,1,ip,lp_optimal,10,80,964,201,763,0,1,0.0000,1,202.332700,0.020300,191.162600,1612.002927,1841.541902,5
lrsp_n026_f08_tight_s1,26,8,tight,1,ip,lp_optimal,6,48,550,142,408,0,1,0.0000,1,2.659100,0.007700,0.174800,2152.947193,2256.747179,6
lrsp_n026_f08_tight_s2,26,8,tight,2,ip,lp_optimal,7,56,617,174,443,0,1,0.0000,1,1.810100,0.007700,0.946200,1854.430353,1962.621221,6
lrsp_n026_f08_tight_s3,26,8,tight,3,ip,lp_optimal,8,64,625,197,428,0,1,0.0000,1,5.546600,0.007600,5.388700,2083.070209,2130.008136,6
lrsp_n027_f09_moderate_s2,27,9,moderate,2,ip,lp_optimal,11,99,1120,208,912,0,1,0.0000,1,84.073300,0.018800,83.524000,1624.239136,1757.700837,5
lrsp_n027_f09_moderate_s3,27,9,moderate,3,ip,lp_optimal,12,108,1161,193,968,0,1,0.0000,1,111.493400,0.024100,111.145000,1647.907453,1738.132227,5
lrsp_n027_f09_tight_s1,27,9,tight,1,ip,lp_optimal,8,72,767,208,559,0,1,0.0000,1,2.922600,0.009000,2.137500,2054.140622,2112.657085,7
lrsp_n027_f09_tight_s2,27,9,tight,2,ip,lp_optimal,6,54,561,139,422,0,1,0.0000,1,1.040700,0.007000,0.092000,2199.950003,2313.001613,7
lrsp_n027_f09_tight_s3,27,9,tight,3,ip,lp_optimal,7,63,405,121,284,0,1,0.0000,1,0.305100,0.006100,0.144400,2126.751507,2253.427600,7
lrsp_n028_f09_tight_s1,28,9,tight,1,ip,lp_optimal,7,63,644,230,414,0,1,0.0000,1,5.390000,0.007400,3.817600,2296.421354,2434.765273,7
lrsp_n028_f09_tight_s2,28,9,tight,2,ip,lp_optimal,6,54,417,102,315,0,1,0.0000,1,1.019300,0.005600,0.044400,2114.288807,2250.840035,7
lrsp_n028_f09_tight_s3,28,9,tight,3,ip,lp_optimal,9,81,741,205,536,0,1,0.0000,1,8.046400,0.010500,7.917400,2283.291822,2346.025480,7
lrsp_n029_f09_tight_s1,29,9,tight,1,ip,lp_optimal,7,63,571,179,392,0,1,0.0000,1,0.958600,0.007700,0.458300,2112.884226,2189.020376,7
lrsp_n029_f09_tight_s2,29,9,tight,2,ip,lp_optimal,7,63,559,147,412,0,1,0.0000,1,0.629600,0.008600,0.288100,2053.832762,2181.040860,7
lrsp_n029_f09_tight_s3,29,9,tight,3,ip,lp_optimal,11,99,1234,258,976,0,1,0.0000,1,155.022500,0.015000,150.235200,2414.352679,2534.511954,7
lrsp_n030_f10_tight_s1,30,10,tight,1,ip,lp_optimal,8,80,889,285,604,0,1,0.0000,1,25.603000,0.011200,24.832600,2424.007579,2581.306833,8
lrsp_n030_f10_tight_s2,30,10,tight,2,ip,lp_optimal,8,80,711,190,521,0,1,0.0000,1,1.034600,0.010600,0.507700,2377.762223,2495.974586,8
lrsp_n030_f10_tight_s3,30,10,tight,3,ip,lp_optimal,6,60,501,140,361,0,1,0.0000,1,0.393600,0.007200,0.221100,2145.605509,2233.892837,8
