method,instance,n_customers,n_facilities,n_periods,total_time,pricing_time,master_time,iterations,columns_generated,objective,status,notes,regime,seed,root_lp_objective,phase2_pairing_columns
ip,lrsp_n023_f07_moderate_s3,23,7,,2.205000,1.593300,0.009400,9,494,1312.580357,lp_optimal,reached_optimality=1,moderate,3,1252.004904,0
ip,lrsp_n023_f07_tight_s1,23,7,,0.046400,0.018000,0.003600,5,270,1785.296345,lp_optimal,reached_optimality=1,tight,1,1772.484699,0
ip,lrsp_n023_f07_tight_s2,23,7,,11.520600,11.294000,0.009200,10,762,2231.919362,lp_optimal,reached_optimality=1,tight,2,2156.985730,0
ip,lrsp_n023_f07_tight_s3,23,7,,0.030600,0.009900,0.003200,4,180,1693.300379,lp_optimal,reached_optimality=1,tight,3,1647.997672,0
ip,lrsp_n024_f08_moderate_s1,24,8,,499.332200,496.364700,0.020000,12,1019,1744.866409,lp_optimal,reached_optimality=1,moderate,1,1578.592457,0
ip,lrsp_n024_f08_tight_s1,24,8,,6.976700,0.911600,0.008700,9,626,2242.498231,lp_optimal,reached_optimality=1,tight,1,2070.847722,0
ip,lrsp_n024_f08_tight_s2,24,8,,4.813700,0.843700,0.007200,6,553,2062.206940,lp_optimal,reached_optimality=1,tight,2,1883.057394,0
ip,lrsp_n024_f08_tight_s3,24,8,,2.825300,2.484600,0.009600,8,612,2502.812085,lp_optimal,reached_optimality=1,tight,3,2361.639965,0
ip,lrsp_n025_f08_moderate_s1,25,8,,11.052000,10.835100,0.014200,11,876,1559.706877,lp_optimal,reached_optimality=1,moderate,1,1510.187820,0
ip,lrsp_n025_f08_moderate_s2,25,8,,167.284500,166.904400,0.014900,10,916,1608.763260,lp_optimal,reached_optimality=1,moderate,2,1521.314314,0
ip,lrsp_n025_f08_moderate_s3,25,8,,109.539600,102.825400,0.022200,11,1054,1566.554459,lp_optimal,reached_optimality=1,moderate,3,1387.961118,0
ip,lrsp_n025_f08_tight_s1,25,8,,1.018700,0.049300,0.004800,7,389,1927.786233,lp_optimal,reached_optimality=1,tight,1,1837.039189,0
ip,lrsp_n025_f08_tight_s2,25,8,,1.259500,0.216100,0.006900,8,528,2014.706940,lp_optimal,reached_optimality=1,tight,2,1861.192086,0
ip,lrsp_n025_f08_tight_s3,25,8,,0.199300,0.144400,0.005800,7,433,1862.478460,lp_optimal,reached_optimality=1,tight,3,1816.084847,0
ip,lrsp_n026_f08_moderate_s1,26,8,,202.332700,191.162600,0.020300,10,964,1841.541902,lp_optimal,reached_optimality=1,moderate,1,1612.002927,0
ip,lrsp_n026_f08_tight_s1,26,8,,2.659100,0.174800,0.007700,6,550,2256.747179,lp_optimal,reached_optimality=1,tight,1,2152.947193,0
ip,lrsp_n026_f08_tight_s2,26,8,,1.810100,0.946200,0.007700,7,617,1962.621221,lp_optimal,reached_optimality=1,tight,2,1854.430353,0
ip,lrsp_n026_f08_tight_s3,26,8,,5.546600,5.388700,0.007600,8,625,2130.008136,lp_optimal,reached_optimality=1,tight,3,2083.070209,0
ip,lrsp_n027_f09_moderate_s2,27,9,,84.073300,83.524000,0.018800,11,1120,1757.700837,lp_optimal,reached_optimality=1,moderate,2,1624.239136,0
ip,lrsp_n027_f09_moderate_s3,27,9,,111.493400,111.145000,0.024100,12,1161,1738.132227,lp_optimal,reached_optimality=1,moderate,3,1647.907453,0
ip,lrsp_n027_f09_tight_s1,27,9,,2.922600,2.137500,0.009000,8,767,2112.657085,lp_optimal,reached_optimality=1,tight,1,2054.140622,0
ip,lrsp_n027_f09_tight_s2,27,9,,1.040700,0.092000,0.007000,6,561,2313.001613,lp_optimal,reached_optimality=1,tight,2,2199.950003,0
ip,lrsp_n027_f09_tight_s3,27,9,,0.305100,0.144400,0.006100,7,405,2253.427600,lp_optimal,reached_optimality=1,tight,3,2126.751507,0
ip,lrsp_n028_f09_tight_s1,28,9,,5.390000,3.817600,0.007400,7,644,2434.765273,lp_optimal,reached_optimality=1,tight,1,2296.421354,0
ip,lrsp_n028_f09_tight_s2,28,9,,1.019300,0.044400,0.005600,6,417,2250.840035,lp_optimal,reached_optimality=1,tight,2,2114.288807,0
ip,lrsp_n028_f09_tight_s3,28,9,,8.046400,7.917400,0.010500,9,741,2346.025480,lp_optimal,reached_optimality=1,tight,3,2283.291822,0
ip,lrsp_n029_f09_tight_s1,29,9,,0.958600,0.458300,0.007700,7,571,2189.020376,lp_optimal,reached_optimality=1,tight,1,2112.884226,0
ip,lrsp_n029_f09_tight_s2,29,9,,0.629600,0.288100,0.008600,7,559,2181.040860,lp_optimal,reached_optimality=1,tight,2,2053.832762,0
ip,lrsp_n029_f09_tight_s3,29,9,,155.022500,150.235200,0.015000,11,1234,2534.511954,lp_optimal,reached_optimality=1,tight,3,2414.352679,0
ip,lrsp_n030_f10_tight_s1,30,10,,25.603000,24.832600,0.011200,8,889,2581.306833,lp_optimal,reached_optimality=1,tight,1,2424.007579,0
ip,lrsp_n030_f10_tight_s2,30,10,,1.034600,0.507700,0.010600,8,711,2495.974586,lp_optimal,reached_optimality=1,tight,2,2377.762223,0
ip,lrsp_n030_f10_tight_s3,30,10,,0.393600,0.221100,0.007200,6,501,2233.892837,lp_optimal,reached_optimality=1,tight,3,2145.605509,0
