method,instance,n_customers,n_facilities,n_periods,total_time,pricing_time,master_time,iterations,columns_generated,objective,status,notes,regime,seed,root_lp_objective,phase2_pairing_columns
ip,lrsp_n007_f02_moderate_s3,7,2,,0.054100,0.046400,0.002500,5,110,1138.916863,lp_optimal,reached_optimality=1,moderate,3,1090.605556,0
dp,lrsp_n007_f02_tight_s1,7,2,,0.149100,0.145000,0.002400,5,82,1207.368395,lp_optimal,reached_optimality=1,tight,1,1207.368395,0
ip,lrsp_n007_f02_tight_s1,7,2,,0.013500,0.009400,0.002400,5,82,1207.368395,lp_optimal,reached_optimality=1,tight,1,1207.368395,0
dp,lrsp_n007_f02_tight_s2,7,2,,0.399800,0.393100,0.002300,5,73,1280.941849,lp_optimal,reached_optimality=1,tight,2,1271.649258,0
ip,lrsp_n007_f02_tight_s2,7,2,,0.015400,0.010900,0.002200,5,73,1280.941849,lp_optimal,reached_optimality=1,tight,2,1271.649258,0
dp,lrsp_n007_f02_tight_s3,7,2,,0.174600,0.170900,0.002100,4,60,1775.047301,lp_optimal,reached_optimality=1,tight,3,1775.047301,0
ip,lrsp_n007_f02_tight_s3,7,2,,0.013300,0.009900,0.002000,4,60,1775.047301,lp_optimal,reached_optimality=1,tight,3,1775.047301,0
ip,lrsp_n008_f02_easy_s1,8,2,,0.772600,0.764700,0.003200,8,133,943.297575,lp_optimal,reached_optimality=1,easy,1,903.457946,2
ip,lrsp_n008_f02_easy_s2,8,2,,0.897600,0.889600,0.003100,6,157,778.943466,lp_optimal,reached_optimality=1,easy,2,754.999626,2
ip,lrsp_n008_f02_easy_s3,8,2,,0.696300,0.688700,0.003900,8,173,807.954734,lp_optimal,reached_optimality=1,easy,3,807.954734,2
dp,lrsp_n008_f02_moderate_s1,8,2,,30.837500,30.834000,0.002000,1,49,1047.109269,time_limit,reached_optimality=0,moderate,1,1047.109269,1
ip,lrsp_n008_f02_moderate_s1,8,2,,0.107900,0.102600,0.002900,8,146,1047.109269,lp_optimal,reached_optimality=1,moderate,1,1047.109269,1
ip,lrsp_n008_f02_moderate_s2,8,2,,0.185100,0.179800,0.002900,7,145,832.041328,lp_optimal,reached_optimality=1,moderate,2,832.041328,0
ip,lrsp_n008_f02_moderate_s3,8,2,,0.088700,0.082000,0.002800,6,140,955.703586,lp_optimal,reached_optimality=1,moderate,3,914.000707,0
dp,lrsp_n008_f02_tight_s1,8,2,,3.433700,3.428600,0.002800,6,88,1650.541539,lp_optimal,reached_optimality=1,tight,1,1649.515591,0
ip,lrsp_n008_f02_tight_s1,8,2,,0.017500,0.013000,0.002500,6,88,1650.541539,lp_optimal,reached_optimality=1,tight,1,1649.515591,0
dp,lrsp_n008_f02_tight_s2,8,2,,8.684900,8.680100,0.002600,5,97,1274.684591,lp_optimal,reached_optimality=1,tight,2,1274.684591,0
ip,lrsp_n008_f02_tight_s2,8,2,,0.019300,0.014800,0.002400,5,97,1274.684591,lp_optimal,reached_optimality=1,tight,2,1274.684591,0
dp,lrsp_n008_f02_tight_s3,8,2,,4.662200,4.656700,0.002400,5,76,1446.494172,lp_optimal,reached_optimality=1,tight,3,1422.824244,0
ip,lrsp_n008_f02_tight_s3,8,2,,0.014900,0.010000,0.002100,5,76,1446.494172,lp_optimal,reached_optimality=1,tight,3,1422.824244,0
ip,lrsp_n009_f03_easy_s1,9,3,,2.503800,2.492900,0.005400,11,340,657.158292,lp_optimal,reached_optimality=1,easy,1,657.158292,3
ip,lrsp_n009_f03_easy_s2,9,3,,5.820600,5.802300,0.005200,10,302,680.907332,lp_optimal,reached_optimality=1,easy,2,646.755153,3
ip,lrsp_n009_f03_easy_s3,9,3,,2.690400,2.676500,0.004600,10,301,765.495990,lp_optimal,reached_optimality=1,easy,3,752.900704,3
ip,lrsp_n009_f03_moderate_s1,9,3,,0.184300,0.177900,0.003000,7,182,989.589767,lp_optimal,reached_optimality=1,moderate,1,984.274907,0
ip,lrsp_n009_f03_moderate_s2,9,3,,0.427200,0.420200,0.002900,6,197,1001.357593,lp_optimal,reached_optimality=1,moderate,2,972.727933,0
ip,lrsp_n009_f03_moderate_s3,9,3,,0.246300,0.161400,0.002900,6,192,1200.491571,lp_optimal,reached_optimality=1,moderate,3,1139.495361,0
dp,lrsp_n009_f03_tight_s1,9,3,,17.653400,17.648200,0.002500,4,106,1366.730211,lp_optimal,reached_optimality=1,tight,1,1359.215127,0
ip,lrsp_n009_f03_tight_s1,9,3,,0.016800,0.012300,0.002200,4,106,1366.730211,lp_optimal,reached_optimality=1,tight,1,1359.215127,0
ip,lrsp_n009_f03_tight_s2,9,3,,0.022300,0.017700,0.002300,4,111,1369.282981,lp_optimal,reached_optimality=1,tight,2,1359.582735,0
ip,lrsp_n009_f03_tight_s3,9,3,,0.019900,0.014200,0.002300,4,93,1517.968289,lp_optimal,reached_optimality=1,tight,3,1512.148786,0
ip,lrsp_n010_f03_easy_s1,10,3,,12.561100,12.548900,0.005700,11,365,719.199554,lp_optimal,reached_optimality=1,easy,1,719.199554,3
ip,lrsp_n010_f03_easy_s2,10,3,,32.270000,32.246200,0.008200,12,418,899.512180,lp_optimal,reached_optimality=1,easy,2,852.613272,3
ip,lrsp_n010_f03_easy_s3,10,3,,9.913000,9.900900,0.005900,10,302,815.121385,lp_optimal,reached_optimality=1,easy,3,815.121385,3
ip,lrsp_n010_f03_moderate_s1,10,3,,0.598100,0.588700,0.004400,8,254,1149.825276,lp_optimal,reached_optimality=1,moderate,1,1140.010978,1
ip,lrsp_n010_f03_moderate_s2,10,3,,3.043200,2.986300,0.004900,8,289,1442.861816,lp_optimal,reached_optimality=1,moderate,2,1397.602617,0
ip,lrsp_n010_f03_moderate_s3,10,3,,0.540600,0.525800,0.004300,7,215,1322.917485,lp_optimal,reached_optimality=1,moderate,3,1285.330603,0
ip,lrsp_n010_f03_tight_s1,10,3,,0.056500,0.046900,0.003300,6,148,1670.267056,lp_optimal,reached_optimality=1,tight,1,1647.759741,0
ip,lrsp_n010_f03_tight_s2,10,3,,0.147700,0.139900,0.003400,8,221,1973.666963,lp_optimal,reached_optimality=1,tight,2,1971.433985,0
ip,lrsp_n010_f03_tight_s3,10,3,,0.033400,0.028200,0.002500,5,151,1804.882336,lp_optimal,reached_optimality=1,tight,3,1801.205049,0
ip,lrsp_n011_f03_easy_s1,11,3,,31.201600,31.194500,0.002900,3,180,857.480674,time_limit,reached_optimality=0,easy,1,857.480674,3
ip,lrsp_n011_f03_easy_s3,11,3,,30.652500,30.645500,0.003200,3,180,826.917581,time_limit,reached_optimality=0,easy,3,826.917581,3
ip,lrsp_n011_f03_moderate_s1,11,3,,1.409700,1.396800,0.006000,11,371,1332.979279,lp_optimal,reached_optimality=1,moderate,1,1332.979279,0
ip,lrsp_n011_f03_moderate_s2,11,3,,5.215800,5.183200,0.005500,8,277,1141.565316,lp_optimal,reached_optimality=1,moderate,2,1061.264289,0
ip,lrsp_n011_f03_moderate_s3,11,3,,1.239900,1.121300,0.005400,8,270,1401.888868,lp_optimal,reached_optimality=1,moderate,3,1336.847110,0
ip,lrsp_n011_f03_tight_s1,11,3,,0.063600,0.054900,0.004400,7,170,1955.729143,lp_optimal,reached_optimality=1,tight,1,1911.972101,0
ip,lrsp_n011_f03_tight_s2,11,3,,0.093500,0.086600,0.003300,5,152,1452.930987,lp_optimal,reached_optimality=1,tight,2,1451.700016,0
ip,lrsp_n011_f03_tight_s3,11,3,,0.052000,0.044600,0.003800,6,197,1845.752926,lp_optimal,reached_optimality=1,tight,3,1841.153035,0
ip,lrsp_n012_f04_moderate_s1,12,4,,2.834600,1.530100,0.005500,8,372,1171.489489,lp_optimal,reached_optimality=1,moderate,1,1058.094215,0
ip,lrsp_n012_f04_moderate_s2,12,4,,12.131200,10.098200,0.009000,12,472,1184.953083,lp_optimal,reached_optimality=1,moderate,2,961.543128,0
ip,lrsp_n012_f04_moderate_s3,12,4,,2.607800,2.375000,0.005800,9,441,1427.855133,lp_optimal,reached_optimality=1,moderate,3,1267.417474,0
ip,lrsp_n012_f04_tight_s1,12,4,,0.642300,0.021000,0.002900,5,164,1665.115667,lp_optimal,reached_optimality=1,tight,1,1460.016491,0
ip,lrsp_n012_f04_tight_s2,12,4,,0.220900,0.137500,0.003100,6,209,1395.946072,lp_optimal,reached_optimality=1,tight,2,1249.021520,0
ip,lrsp_n012_f04_tight_s3,12,4,,0.106000,0.068900,0.005300,6,199,1852.543772,lp_optimal,reached_optimality=1,tight,3,1792.999674,0
ip,lrsp_n013_f04_moderate_s1,13,4,,7.305600,5.516200,0.006900,9,483,1428.677079,lp_optimal,reached_optimality=1,moderate,1,1133.993097,0
ip,lrsp_n013_f04_moderate_s2,13,4,,31.709900,29.952400,0.007200,10,443,1134.436445,lp_optimal,reached_optimality=1,moderate,2,903.781308,0
ip,lrsp_n013_f04_moderate_s3,13,4,,10.731700,9.735200,0.006800,11,496,1739.735130,lp_optimal,reached_optimality=1,moderate,3,1422.867004,0
ip,lrsp_n013_f04_tight_s1,13,4,,0.408200,0.167600,0.004700,6,272,1752.714932,lp_optimal,reached_optimality=1,tight,1,1655.156746,0
ip,lrsp_n013_f04_tight_s2,13,4,,0.274900,0.248900,0.006500,6,247,1275.412208,lp_optimal,reached_optimality=1,tight,2,1249.472041,0
ip,lrsp_n013_f04_tight_s3,13,4,,0.259300,0.078800,0.003100,6,218,2125.101026,lp_optimal,reached_optimality=1,tight,3,2003.826724,0
ip,lrsp_n014_f04_moderate_s1,14,4,,10.532700,10.497600,0.010900,11,501,1273.325885,lp_optimal,reached_optimality=1,moderate,1,1262.547736,0
ip,lrsp_n014_f04_moderate_s2,14,4,,38.028700,38.017300,0.002800,1,120,1987.697352,time_limit,reached_optimality=0,moderate,2,1985.708061,0
ip,lrsp_n014_f04_moderate_s3,14,4,,18.250200,18.218900,0.009300,10,476,1213.928254,lp_optimal,reached_optimality=1,moderate,3,1197.476360,0
ip,lrsp_n014_f04_tight_s1,14,4,,0.389300,0.344000,0.005500,7,258,1836.886150,lp_optimal,reached_optimality=1,tight,1,1783.636416,0
ip,lrsp_n014_f04_tight_s2,14,4,,1.673700,1.607200,0.005700,8,367,1834.433381,lp_optimal,reached_optimality=1,tight,2,1765.226410,0
ip,lrsp_n014_f04_tight_s3,14,4,,0.543700,0.223300,0.003900,6,287,1702.311078,lp_optimal,reached_optimality=1,tight,3,1606.931800,0
ip,lrsp_n015_f05_moderate_s1,15,5,,22.386300,22.335300,0.011000,9,497,1527.999118,lp_optimal,reached_optimality=1,moderate,1,1512.285319,0
ip,lrsp_n015_f05_moderate_s3,15,5,,30.267600,29.953900,0.017100,9,550,1459.490517,lp_optimal,reached_optimality=1,moderate,3,1404.397511,0
ip,lrsp_n015_f05_tight_s1,15,5,,0.264600,0.212600,0.007500,7,309,2068.470420,lp_optimal,reached_optimality=1,tight,1,2019.543160,0
ip,lrsp_n015_f05_tight_s2,15,5,,2.603700,2.138700,0.009400,7,333,1644.692080,lp_optimal,reached_optimality=1,tight,2,1579.341737,0
ip,lrsp_n015_f05_tight_s3,15,5,,0.343700,0.326500,0.008400,5,248,1778.325617,lp_optimal,reached_optimality=1,tight,3,1778.325617,0
ip,lrsp_n016_f05_moderate_s1,16,5,,34.626100,34.554900,0.005500,2,240,2278.793359,time_limit,reached_optimality=0,moderate,1,2146.138428,0
ip,lrsp_n016_f05_moderate_s3,16,5,,31.723800,30.958200,0.044300,7,493,1322.325585,time_limit,reached_optimality=0,moderate,3,1250.722646,0
ip,lrsp_n016_f05_tight_s1,16,5,,3.241500,2.815700,0.010900,9,474,2548.336117,lp_optimal,reached_optimality=1,tight,1,2446.377086,0
ip,lrsp_n016_f05_tight_s2,16,5,,1.111700,0.682900,0.012100,7,345,1972.181610,lp_optimal,reached_optimality=1,tight,2,1859.655665,0
ip,lrsp_n016_f05_tight_s3,16,5,,0.671500,0.353400,0.009400,6,278,1628.674172,lp_optimal,reached_optimality=1,tight,3,1584.498424,0
ip,lrsp_n017_f05_moderate_s1,17,5,,32.923400,32.871700,0.013600,7,500,1441.447486,time_limit,reached_optimality=0,moderate,1,1434.144632,0
ip,lrsp_n017_f05_moderate_s3,17,5,,30.044300,30.005900,0.005000,1,165,1675.182153,time_limit,reached_optimality=0,moderate,3,1658.397956,0
dp,lrsp_n017_f05_tight_s1,17,5,,0.205300,0.166400,0.009900,6,306,1872.976524,lp_optimal,reached_optimality=1,tight,1,1860.224440,0
ip,lrsp_n017_f05_tight_s1,17,5,,0.210200,0.167800,0.010000,6,306,1872.976524,lp_optimal,reached_optimality=1,tight,1,1860.224440,0
ip,lrsp_n017_f05_tight_s2,17,5,,0.836700,0.516200,0.009700,7,333,1683.271611,lp_optimal,reached_optimality=1,tight,2,1601.308408,0
ip,lrsp_n017_f05_tight_s3,17,5,,0.888600,0.809400,0.008500,7,355,1773.946003,lp_optimal,reached_optimality=1,tight,3,1758.178676,0
ip,lrsp_n018_f06_moderate_s1,18,6,,34.638800,30.183100,0.020300,9,598,1513.180477,lp_optimal,reached_optimality=1,moderate,1,1358.002022,0
ip,lrsp_n018_f06_moderate_s3,18,6,,26.196000,18.202300,0.021700,10,647,1436.237433,lp_optimal,reached_optimality=1,moderate,3,1233.222670,0
dp,lrsp_n018_f06_tight_s1,18,6,,0.310700,0.156400,0.007500,7,328,1884.927114,lp_optimal,reached_optimality=1,tight,1,1854.385528,0
ip,lrsp_n018_f06_tight_s1,18,6,,0.300200,0.152900,0.007600,7,328,1884.927114,lp_optimal,reached_optimality=1,tight,1,1854.385528,0
ip,lrsp_n018_f06_tight_s2,18,6,,2.006700,1.706900,0.010600,8,508,1805.324684,lp_optimal,reached_optimality=1,tight,2,1734.793421,0
dp,lrsp_n018_f06_tight_s3,18,6,,0.680600,0.113100,0.008400,7,306,1773.528921,lp_optimal,reached_optimality=1,tight,3,1714.213093,0
ip,lrsp_n018_f06_tight_s3,18,6,,0.757100,0.117500,0.012000,7,306,1773.528921,lp_optimal,reached_optimality=1,tight,3,1714.213093,0
ip,lrsp_n019_f06_tight_s1,19,6,,7.225100,6.525700,0.014600,10,690,2824.728846,lp_optimal,reached_optimality=1,tight,1,2765.772718,0
ip,lrsp_n019_f06_tight_s2,19,6,,2.945800,2.807200,0.011700,7,505,1783.668506,lp_optimal,reached_optimality=1,tight,2,1718.403344,0
ip,lrsp_n019_f06_tight_s3,19,6,,10.401000,9.594700,0.016600,11,752,3232.251767,lp_optimal,reached_optimality=1,tight,3,3162.608396,0
ip,lrsp_n020_f06_moderate_s1,20,6,,39.075600,34.174500,0.011600,3,408,1814.741555,time_limit,reached_optimality=0,moderate,1,1574.172545,0
dp,lrsp_n020_f06_tight_s1,20,6,,0.246600,0.209900,0.008200,7,366,1960.124286,lp_optimal,reached_optimality=1,tight,1,1947.255890,0
ip,lrsp_n020_f06_tight_s1,20,6,,0.244000,0.207500,0.007900,7,366,1960.124286,lp_optimal,reached_optimality=1,tight,1,1947.255890,0
ip,lrsp_n020_f06_tight_s2,20,6,,1.477200,0.657800,0.012700,7,432,1718.384488,lp_optimal,reached_optimality=1,tight,2,1643.983886,0
ip,lrsp_n020_f06_tight_s3,20,6,,0.785800,0.721300,0.011000,6,413,1976.216933,lp_optimal,reached_optimality=1,tight,3,1955.554225,0
ip,lrsp_n021_f07_tight_s2,21,7,,8.598500,1.049600,0.016100,7,464,1784.291738,lp_optimal,reached_optimality=1,tight,2,1559.428405,0
ip,lrsp_n021_f07_tight_s3,21,7,,29.605400,3.288000,0.014100,8,532,2116.222093,lp_optimal,reached_optimality=1,tight,3,1881.574403,0
ip,lrsp_n022_f07_tight_s1,22,7,,1.254100,1.097900,0.011900,7,416,2146.837978,lp_optimal,reached_optimality=1,tight,1,2092.843034,0
ip,lrsp_n022_f07_tight_s3,22,7,,1.475400,1.301600,0.009800,7,436,2050.189321,lp_optimal,reached_optimality=1,tight,3,1973.814713,0
dp,lrsp_n023_f07_moderate_s1,23,7,,8.954900,6.730300,0.027800,9,652,1398.407741,lp_optimal,reached_optimality=1,moderate,1,1338.592918,0
ip,lrsp_n023_f07_moderate_s1,23,7,,6.465300,4.987000,0.022900,9,652,1398.407741,lp_optimal,reached_optimality=1,moderate,1,1338.592918,0
dp,lrsp_n023_f07_moderate_s3,23,7,,4.318800,3.226100,0.017000,9,494,1312.580357,lp_optimal,reached_optimality=1,moderate,3,1252.004904,0
ip,lrsp_n023_f07_moderate_s3,23,7,,4.553800,3.441100,0.018400,9,494,1312.580357,lp_optimal,reached_optimality=1,moderate,3,1252.004904,0
dp,lrsp_n023_f07_tight_s1,23,7,,0.083400,0.030700,0.006900,5,270,1785.296345,lp_optimal,reached_optimality=1,tight,1,1772.484699,0
ip,lrsp_n023_f07_tight_s1,23,7,,0.085000,0.031800,0.007100,5,270,1785.296345,lp_optimal,reached_optimality=1,tight,1,1772.484699,0
ip,lrsp_n023_f07_tight_s2,23,7,,32.437600,31.803300,0.025100,10,762,2231.919362,lp_optimal,reached_optimality=1,tight,2,2156.985730,0
dp,lrsp_n023_f07_tight_s3,23,7,,0.059700,0.019600,0.006700,4,180,1693.300379,lp_optimal,reached_optimality=1,tight,3,1647.997672,0
ip,lrsp_n023_f07_tight_s3,23,7,,0.061800,0.020900,0.006300,4,180,1693.300379,lp_optimal,reached_optimality=1,tight,3,1647.997672,0
ip,lrsp_n024_f08_tight_s1,24,8,,7.379900,1.035400,0.008900,9,626,2242.498231,lp_optimal,reached_optimality=1,tight,1,2070.847722,0
ip,lrsp_n024_f08_tight_s2,24,8,,5.673100,1.017700,0.010400,6,553,2062.206940,lp_optimal,reached_optimality=1,tight,2,1883.057394,0
ip,lrsp_n024_f08_tight_s3,24,8,,3.020000,2.678500,0.010200,8,612,2502.812085,lp_optimal,reached_optimality=1,tight,3,2361.639965,0
dp,lrsp_n025_f08_moderate_s1,25,8,,13.245200,13.007200,0.014400,11,876,1559.706877,lp_optimal,reached_optimality=1,moderate,1,1510.187820,0
ip,lrsp_n025_f08_moderate_s1,25,8,,12.949500,12.717400,0.014900,11,876,1559.706877,lp_optimal,reached_optimality=1,moderate,1,1510.187820,0
ip,lrsp_n025_f08_moderate_s3,25,8,,39.649000,35.539200,0.006800,2,437,1815.433793,time_limit,reached_optimality=0,moderate,3,1658.096303,0
dp,lrsp_n025_f08_tight_s1,25,8,,1.147900,0.054200,0.005900,7,389,1927.786233,lp_optimal,reached_optimality=1,tight,1,1837.039189,0
ip,lrsp_n025_f08_tight_s1,25,8,,1.142500,0.053700,0.007000,7,389,1927.786233,lp_optimal,reached_optimality=1,tight,1,1837.039189,0
dp,lrsp_n025_f08_tight_s2,25,8,,1.435700,0.250400,0.008200,8,528,2014.706940,lp_optimal,reached_optimality=1,tight,2,1861.192086,0
ip,lrsp_n025_f08_tight_s2,25,8,,1.423100,0.236500,0.008100,8,528,2014.706940,lp_optimal,reached_optimality=1,tight,2,1861.192086,0
dp,lrsp_n025_f08_tight_s3,25,8,,0.230300,0.166500,0.007200,7,433,1862.478460,lp_optimal,reached_optimality=1,tight,3,1816.084847,0
ip,lrsp_n025_f08_tight_s3,25,8,,0.222000,0.159500,0.007200,7,433,1862.478460,lp_optimal,reached_optimality=1,tight,3,1816.084847,0
dp,lrsp_n026_f08_tight_s1,26,8,,2.596400,0.187100,0.007300,6,550,2256.747179,lp_optimal,reached_optimality=1,tight,1,2152.947193,0
ip,lrsp_n026_f08_tight_s1,26,8,,2.582300,0.179500,0.007500,6,550,2256.747179,lp_optimal,reached_optimality=1,tight,1,2152.947193,0
ip,lrsp_n026_f08_tight_s2,26,8,,2.095100,1.091700,0.007800,7,617,1962.621221,lp_optimal,reached_optimality=1,tight,2,1854.430353,0
ip,lrsp_n026_f08_tight_s3,26,8,,6.271000,6.092700,0.008100,8,625,2130.008136,lp_optimal,reached_optimality=1,tight,3,2083.070209,0
ip,lrsp_n027_f09_moderate_s2,27,9,,39.430900,38.313400,0.007600,3,640,1967.537083,time_limit,reached_optimality=0,moderate,2,1832.367235,0
ip,lrsp_n027_f09_tight_s1,27,9,,3.090900,2.307200,0.009000,8,767,2112.657085,lp_optimal,reached_optimality=1,tight,1,2054.140622,0
dp,lrsp_n027_f09_tight_s2,27,9,,1.022800,0.096800,0.007100,6,561,2313.001613,lp_optimal,reached_optimality=1,tight,2,2199.950003,0
ip,lrsp_n027_f09_tight_s2,27,9,,1.013200,0.094700,0.007200,6,561,2313.001613,lp_optimal,reached_optimality=1,tight,2,2199.950003,0
