instance,n,f,regime,seed,bv_factor,bf_factor,gt_factor,total_demand,mean_demand,max_demand,std_demand,vehicle_capacity,vehicle_time_limit,vehicle_fixed_cost,mean_cust_nearest_fac_dist,max_cust_nearest_fac_dist,mean_cust_cust_dist,demand_to_capacity_ratio,max_singleton_round_trip,avg_singleton_round_trip,gt_slack,bv_slack,dp_completed,dp_total_seconds,dp_master_seconds,dp_pricing_seconds,dp_iterations,dp_pricing_calls,dp_total_columns,dp_phase1_route_columns,dp_phase2_pairing_columns,dp_max_routes_per_column,dp_avg_pool_per_call,dp_root_lp,dp_integer,ip_completed,ip_total_seconds,ip_master_seconds,ip_pricing_seconds,ip_iterations,ip_pricing_calls,ip_total_columns,ip_phase1_route_columns,ip_phase2_pairing_columns,ip_max_routes_per_column,ip_avg_pool_per_call,ip_root_lp,ip_integer,winner,dp_useful,ip_useful,speedup_ip_over_dp,log_speedup,avg_pool_per_call
lrsp_n010_f03_tight_s1,10,3,tight,1,1.7,1.4,1.7,208.0,20.8,30.0,9.378699270154684,51.0,246.02942090384238,34.038825,34.03882458755542,72.36159438348305,50.51803773789468,0.7147766323024055,144.7231887669661,68.07764917511084,1.7,1.7,0,,,,,,,,,,,,,1,0.055200,0.002900,0.046300,6,18,148,118,0,1,8.2222,1647.759741,1670.267056,ip_only,0,1,,,8.2222
lrsp_n010_f03_tight_s2,10,3,tight,2,1.7,1.4,1.7,126.0,12.6,21.0,5.660388679233963,35.699999999999996,276.83639787126566,42.476464,42.47646390091802,81.42246996213696,53.61360800817867,0.711864406779661,162.84493992427392,84.95292780183604,1.7,1.6999999999999997,0,,,,,,,,,,,,,1,0.157900,0.003900,0.148900,8,24,221,191,0,1,9.2083,1971.433985,1973.666963,ip_only,0,1,,,9.2083
lrsp_n010_f03_tight_s3,10,3,tight,3,1.7,1.4,1.7,204.0,20.4,29.0,5.2573757712379665,49.3,277.00687239752756,37.129298,37.12929829839442,81.47260952868459,57.06550464880167,0.7157894736842105,162.94521905736917,74.25859659678883,1.6999999999999997,1.7,0,,,,,,,,,,,,,1,0.034500,0.003100,0.028400,5,15,151,121,0,1,10.0667,1801.205049,1804.882336,ip_only,0,1,,,10.0667
lrsp_n011_f03_easy_s1,11,3,easy,1,4.0,3.0,4.0,228.0,20.727272727272727,30.0,8.945195857309097,120.0,542.714203593851,39.910905,39.91090492422103,67.83927544923138,49.71130929205129,0.3333333333333333,135.67855089846276,79.82180984844206,4.0,4.0,0,,,,,,,,,,,,,1,51.509700,0.008000,51.491400,13,39,453,416,4,2,11.6154,857.480674,857.480674,ip_only,0,1,,,11.6154
lrsp_n011_f03_easy_s2,11,3,easy,2,4.0,3.0,4.0,131.0,11.909090909090908,21.0,5.822441622402151,84.0,470.65691689134616,29.654386,29.654385887748443,58.83211461141827,53.46456858781423,0.3333333333333333,117.66422922283654,59.308771775496886,4.0,4.0,0,,,,,,,,,,,,,1,121.943100,0.009900,121.911900,13,39,492,456,3,2,12.6154,703.075625,715.626354,ip_only,0,1,,,12.6154
lrsp_n011_f03_easy_s3,11,3,easy,3,4.0,3.0,4.0,221.0,20.09090909090909,29.0,5.107117056432051,116.0,683.081326863797,36.835847,36.83584680919685,85.38516585797463,54.318162603791016,0.3333333333333333,170.77033171594925,73.6716936183937,4.0,4.0,0,,,,,,,,,,,,,1,43.176900,0.008000,43.159600,13,39,429,393,3,2,11.0000,826.917581,826.917581,ip_only,0,1,,,11.0000
lrsp_n011_f03_moderate_s1,11,3,moderate,1,2.5,2.0,2.5,228.0,20.727272727272727,30.0,8.945195857309097,75.0,339.1963772461569,39.910905,39.91090492422103,67.83927544923138,49.71130929205129,0.5,135.67855089846276,79.82180984844206,2.5,2.5,0,,,,,,,,,,,,,1,1.437000,0.005600,1.425000,11,33,371,338,0,1,11.2424,1332.979279,1332.979279,ip_only,0,1,,,11.2424
lrsp_n011_f03_moderate_s2,11,3,moderate,2,2.5,2.0,2.5,131.0,11.909090909090908,21.0,5.822441622402151,52.5,294.16057305709137,29.654386,29.654385887748443,58.83211461141827,53.46456858781423,0.5019157088122606,117.66422922283654,59.308771775496886,2.5,2.5,0,,,,,,,,,,,,,1,5.246100,0.005200,5.214600,8,24,277,244,0,1,11.5417,1061.264289,1141.565316,ip_only,0,1,,,11.5417
lrsp_n011_f03_moderate_s3,11,3,moderate,3,2.5,2.0,2.5,221.0,20.09090909090909,29.0,5.107117056432051,72.5,426.92582928987315,36.835847,36.83584680919685,85.38516585797463,54.318162603791016,0.5011337868480725,170.77033171594925,73.6716936183937,2.5,2.5,0,,,,,,,,,,,,,1,1.166200,0.004900,1.053800,8,24,270,237,0,1,11.2500,1336.847110,1401.888868,ip_only,0,1,,,11.2500
lrsp_n011_f03_tight_s1,11,3,tight,1,1.7,1.4,1.7,228.0,20.727272727272727,30.0,8.945195857309097,51.0,230.65353652738668,39.910905,39.91090492422103,67.83927544923138,49.71130929205129,0.7169811320754716,135.67855089846276,79.82180984844206,1.7,1.7,0,,,,,,,,,,,,,1,0.063600,0.003300,0.056600,7,21,170,139,0,1,8.0952,1911.972101,1955.729143,ip_only,0,1,,,8.0952
lrsp_n011_f03_tight_s2,11,3,tight,2,1.7,1.4,1.7,131.0,11.909090909090908,21.0,5.822441622402151,35.699999999999996,200.02918967882212,29.654386,29.654385887748443,58.83211461141827,53.46456858781423,0.7158469945355191,117.66422922283654,59.308771775496886,1.7,1.6999999999999997,0,,,,,,,,,,,,,1,0.094500,0.003100,0.088400,5,15,152,120,0,1,10.1333,1451.700016,1452.930987,ip_only,0,1,,,10.1333
lrsp_n011_f03_tight_s3,11,3,tight,3,1.7,1.4,1.7,221.0,20.09090909090909,29.0,5.107117056432051,49.3,290.30956391711373,36.835847,36.83584680919685,85.38516585797463,54.318162603791016,0.7152103559870551,170.77033171594925,73.6716936183937,1.7,1.7,0,,,,,,,,,,,,,1,0.049500,0.003000,0.042500,6,18,197,164,0,1,10.9444,1841.153035,1845.752926,ip_only,0,1,,,10.9444
lrsp_n012_f04_easy_s1,12,4,easy,1,4.0,3.0,4.0,254.0,21.166666666666668,30.0,8.6874750199481,120.0,388.61582646106865,27.08035,27.08035029594676,48.57697830763358,49.46482882078923,0.33421052631578946,97.15395661526716,54.16070059189352,4.0,4.0,0,,,,,,,,,,,,,1,120.786800,0.007100,120.748200,10,40,505,456,1,3,12.6250,938.472595,986.501055,ip_only,0,1,,,12.6250
lrsp_n012_f04_easy_s2,12,4,easy,2,4.0,3.0,4.0,152.0,12.666666666666666,21.0,6.114645442614714,84.0,487.8584225085373,24.346381,24.346381096265784,60.98230281356716,55.005709161969754,0.3333333333333333,121.96460562713432,48.69276219253157,4.0,4.0,0,,,,,,,,,,,,,1,349.941200,0.010800,349.888400,12,48,587,535,4,2,12.2292,866.410429,888.397098,ip_only,0,1,,,12.2292
lrsp_n012_f04_easy_s3,12,4,easy,3,4.0,3.0,4.0,238.0,19.833333333333332,29.0,4.963757537278477,116.0,552.5057365682139,35.433189,35.433188832281814,69.06321707102674,54.88138343558911,0.3342696629213483,138.12643414205348,70.86637766456363,4.0,4.0,0,,,,,,,,,,,,,1,149.367300,0.008100,149.338000,11,44,526,475,3,3,11.9545,1151.903834,1162.170330,ip_only,0,1,,,11.9545
lrsp_n012_f04_moderate_s1,12,4,moderate,1,2.5,2.0,2.5,254.0,21.166666666666668,30.0,8.6874750199481,75.0,242.8848915381679,27.08035,27.08035029594676,48.57697830763358,49.46482882078923,0.5,97.15395661526716,54.16070059189352,2.5,2.5,0,,,,,,,,,,,,,1,2.544900,0.005200,1.404600,8,32,372,324,0,1,11.6250,1058.094215,1171.489489,ip_only,0,1,,,11.6250
lrsp_n012_f04_moderate_s2,12,4,moderate,2,2.5,2.0,2.5,152.0,12.666666666666666,21.0,6.114645442614714,52.5,304.9115140678358,24.346381,24.346381096265784,60.98230281356716,55.005709161969754,0.5,121.96460562713432,48.69276219253157,2.5,2.5,0,,,,,,,,,,,,,1,11.742900,0.008800,9.709100,12,48,472,424,0,1,9.8333,961.543128,1184.953083,ip_only,0,1,,,9.8333
lrsp_n012_f04_moderate_s3,12,4,moderate,3,2.5,2.0,2.5,238.0,19.833333333333332,29.0,4.963757537278477,72.5,345.31608535513374,35.433189,35.433188832281814,69.06321707102674,54.88138343558911,0.5,138.12643414205348,70.86637766456363,2.5,2.5,0,,,,,,,,,,,,,1,2.661600,0.006000,2.416300,9,36,441,393,0,1,12.2500,1267.417474,1427.855133,ip_only,0,1,,,12.2500
lrsp_n012_f04_tight_s1,12,4,tight,1,1.7,1.4,1.7,254.0,21.166666666666668,30.0,8.6874750199481,51.0,165.16172624595418,27.08035,27.08035029594676,48.57697830763358,49.46482882078923,0.7134831460674157,97.15395661526716,54.16070059189352,1.7000000000000002,1.7,0,,,,,,,,,,,,,1,0.656100,0.003100,0.021000,5,20,164,125,0,1,8.2000,1460.016491,1665.115667,ip_only,0,1,,,8.2000
lrsp_n012_f04_tight_s2,12,4,tight,2,1.7,1.4,1.7,152.0,12.666666666666666,21.0,6.114645442614714,35.699999999999996,207.33982956612834,24.346381,24.346381096265784,60.98230281356716,55.005709161969754,0.7169811320754716,121.96460562713432,48.69276219253157,1.7,1.6999999999999997,0,,,,,,,,,,,,,1,0.229900,0.003300,0.143300,6,24,209,161,0,1,8.7083,1249.021520,1395.946072,ip_only,0,1,,,8.7083
lrsp_n012_f04_tight_s3,12,4,tight,3,1.7,1.4,1.7,238.0,19.833333333333332,29.0,4.963757537278477,49.3,234.8149380414909,35.433189,35.433188832281814,69.06321707102674,54.88138343558911,0.7168674698795181,138.12643414205348,70.86637766456363,1.7,1.7,0,,,,,,,,,,,,,1,0.106400,0.003300,0.070500,6,24,199,151,0,1,8.2917,1792.999674,1852.543772,ip_only,0,1,,,8.2917
lrsp_n013_f04_easy_s1,13,4,easy,1,4.0,3.0,4.0,268.0,20.615384615384617,30.0,8.562336682673465,120.0,486.30624468052497,30.164818,30.164818325944346,60.78828058506562,47.292389054269165,0.3333333333333333,121.57656117013124,60.32963665188869,4.0,4.0,0,,,,,,,,,,,,,1,536.206200,0.008300,536.107600,13,52,613,559,2,3,11.7885,1022.457651,1066.916488,ip_only,0,1,,,11.7885
lrsp_n013_f04_easy_s2,13,4,easy,2,4.0,3.0,4.0,178.0,13.692307692307692,26.0,6.865573149749132,104.0,416.1106009639094,24.888206,24.888206447834985,52.013825120488676,54.496452567224694,0.332089552238806,104.02765024097735,49.77641289566997,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n013_f04_easy_s3,13,4,easy,3,4.0,3.0,4.0,247.0,19.0,29.0,5.5746679790749045,116.0,484.1632544875167,39.698818,39.69881819765676,60.52040681093959,54.078228495134574,0.33378378378378376,121.04081362187918,79.39763639531353,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n013_f04_moderate_s1,13,4,moderate,1,2.5,2.0,2.5,268.0,20.615384615384617,30.0,8.562336682673465,75.0,303.94140292532813,30.164818,30.164818325944346,60.78828058506562,47.292389054269165,0.5,121.57656117013124,60.32963665188869,2.5000000000000004,2.5,0,,,,,,,,,,,,,1,6.628500,0.005600,5.032100,9,36,483,431,0,1,13.4167,1133.993097,1428.677079,ip_only,0,1,,,13.4167
lrsp_n013_f04_moderate_s2,13,4,moderate,2,2.5,2.0,2.5,178.0,13.692307692307692,26.0,6.865573149749132,65.0,260.06912560244336,24.888206,24.888206447834985,52.013825120488676,54.496452567224694,0.5,104.02765024097735,49.77641289566997,2.5,2.5,0,,,,,,,,,,,,,1,30.430200,0.007000,28.739100,10,40,443,391,0,1,11.0750,903.781308,1134.436445,ip_only,0,1,,,11.0750
lrsp_n013_f04_moderate_s3,13,4,moderate,3,2.5,2.0,2.5,247.0,19.0,29.0,5.5746679790749045,72.5,302.6020340546979,39.698818,39.69881819765676,60.52040681093959,54.078228495134574,0.49798387096774194,121.04081362187918,79.39763639531353,2.4999999999999996,2.5,0,,,,,,,,,,,,,1,10.283500,0.006600,9.330500,11,44,496,444,0,1,11.2727,1422.867004,1739.735130,ip_only,0,1,,,11.2727
lrsp_n013_f04_tight_s1,13,4,tight,1,1.7,1.4,1.7,268.0,20.615384615384617,30.0,8.562336682673465,51.0,206.6801539892231,30.164818,30.164818325944346,60.78828058506562,47.292389054269165,0.7127659574468085,121.57656117013124,60.32963665188869,1.7,1.7,0,,,,,,,,,,,,,1,0.356700,0.003600,0.153400,6,24,272,222,0,1,11.3333,1655.156746,1752.714932,ip_only,0,1,,,11.3333
lrsp_n013_f04_tight_s2,13,4,tight,2,1.7,1.4,1.7,178.0,13.692307692307692,26.0,6.865573149749132,44.199999999999996,176.8470054096615,24.888206,24.888206447834985,52.013825120488676,54.496452567224694,0.717741935483871,104.02765024097735,49.77641289566997,1.7000000000000002,1.6999999999999997,0,,,,,,,,,,,,,1,0.251100,0.003400,0.230900,6,24,247,196,0,1,10.2917,1249.472041,1275.412208,ip_only,0,1,,,10.2917
lrsp_n013_f04_tight_s3,13,4,tight,3,1.7,1.4,1.7,247.0,19.0,29.0,5.5746679790749045,49.3,205.7693831571946,39.698818,39.69881819765676,60.52040681093959,54.078228495134574,0.7180232558139535,121.04081362187918,79.39763639531353,1.7,1.7,0,,,,,,,,,,,,,1,0.260000,0.003000,0.080000,6,24,218,168,0,1,9.0833,2003.826724,2125.101026,ip_only,0,1,,,9.0833
lrsp_n014_f04_easy_s1,14,4,easy,1,4.0,3.0,4.0,290.0,20.714285714285715,30.0,8.25857624731122,120.0,612.2714667602372,31.854177,31.854177235313887,76.53393334502965,50.597085023299876,0.33256880733944955,153.0678666900593,63.708354470627775,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n014_f04_easy_s2,14,4,easy,2,4.0,3.0,4.0,197.0,14.071428571428571,26.0,6.75557215208607,104.0,558.5605644875008,35.06113,35.06112992683966,69.8200705609376,53.57517148446747,0.3327702702702703,139.6401411218752,70.12225985367932,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n014_f04_easy_s3,14,4,easy,3,4.0,3.0,4.0,256.0,18.285714285714285,29.0,5.9573312748551555,116.0,503.4025376859875,29.127519,29.127518845457946,62.92531721074844,57.20607756865093,0.3333333333333333,125.85063442149688,58.25503769091589,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n014_f04_moderate_s1,14,4,moderate,1,2.5,2.0,2.5,290.0,20.714285714285715,30.0,8.25857624731122,75.0,382.66966672514826,31.854177,31.854177235313887,76.53393334502965,50.597085023299876,0.5,153.0678666900593,63.708354470627775,2.5,2.5,0,,,,,,,,,,,,,1,9.564000,0.007400,9.535700,11,44,501,445,0,1,11.3864,1262.547736,1273.325885,ip_only,0,1,,,11.3864
lrsp_n014_f04_moderate_s2,14,4,moderate,2,2.5,2.0,2.5,197.0,14.071428571428571,26.0,6.75557215208607,65.0,349.100352804688,35.06113,35.06112992683966,69.8200705609376,53.57517148446747,0.5025510204081632,139.6401411218752,70.12225985367932,2.5,2.5,0,,,,,,,,,,,,,1,122.153000,0.007800,122.108400,12,48,567,511,0,1,11.8125,1579.413018,1613.609090,ip_only,0,1,,,11.8125
lrsp_n014_f04_moderate_s3,14,4,moderate,3,2.5,2.0,2.5,256.0,18.285714285714285,29.0,5.9573312748551555,72.5,314.6265860537422,29.127519,29.127518845457946,62.92531721074844,57.20607756865093,0.5,125.85063442149688,58.25503769091589,2.5,2.5,0,,,,,,,,,,,,,1,16.285800,0.007300,16.258100,10,40,476,420,0,1,11.9000,1197.476360,1213.928254,ip_only,0,1,,,11.9000
lrsp_n014_f04_tight_s1,14,4,tight,1,1.7,1.4,1.7,290.0,20.714285714285715,30.0,8.25857624731122,51.0,260.2153733731008,31.854177,31.854177235313887,76.53393334502965,50.597085023299876,0.7107843137254902,153.0678666900593,63.708354470627775,1.7,1.7,0,,,,,,,,,,,,,1,0.337200,0.003400,0.300600,7,28,258,202,0,1,9.2143,1783.636416,1836.886150,ip_only,0,1,,,9.2143
lrsp_n014_f04_tight_s2,14,4,tight,2,1.7,1.4,1.7,197.0,14.071428571428571,26.0,6.75557215208607,44.199999999999996,237.38823990718782,35.06113,35.06112992683966,69.8200705609376,53.57517148446747,0.7137681159420289,139.6401411218752,70.12225985367932,1.7,1.6999999999999997,0,,,,,,,,,,,,,1,1.415800,0.005100,1.361800,8,32,367,311,0,1,11.4688,1765.226410,1834.433381,ip_only,0,1,,,11.4688
lrsp_n014_f04_tight_s3,14,4,tight,3,1.7,1.4,1.7,256.0,18.285714285714285,29.0,5.9573312748551555,49.3,213.94607851654467,29.127519,29.127518845457946,62.92531721074844,57.20607756865093,0.7111111111111111,125.85063442149688,58.25503769091589,1.7,1.7,0,,,,,,,,,,,,,1,0.534000,0.003700,0.213300,6,24,287,231,0,1,11.9583,1606.931800,1702.311078,ip_only,0,1,,,11.9583
lrsp_n015_f05_easy_s1,15,5,easy,1,4.0,3.0,4.0,315.0,21.0,30.0,8.049844718999243,120.0,447.83441251613897,29.448386,29.44838607741797,55.97930156451737,54.2072233565242,0.3333333333333333,111.95860312903474,58.89677215483594,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n015_f05_easy_s2,15,5,easy,2,4.0,3.0,4.0,226.0,15.066666666666666,29.0,7.5141348285895315,116.0,408.25182620088174,25.043531,25.043530861697477,51.03147827511022,52.41800900496424,0.3323529411764706,102.06295655022043,50.08706172339495,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n015_f05_easy_s3,15,5,easy,3,4.0,3.0,4.0,282.0,18.8,29.0,6.068497892120147,116.0,443.46954299250774,26.395336,26.395336089760782,55.43369287406347,56.236869364382876,0.3337278106508876,110.86738574812694,52.790672179521565,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n015_f05_moderate_s1,15,5,moderate,1,2.5,2.0,2.5,315.0,21.0,30.0,8.049844718999243,75.0,279.89650782258684,29.448386,29.44838607741797,55.97930156451737,54.2072233565242,0.5,111.95860312903474,58.89677215483594,2.5,2.5,0,,,,,,,,,,,,,1,10.786100,0.005000,10.763600,9,45,497,422,0,1,11.0444,1512.285319,1527.999118,ip_only,0,1,,,11.0444
lrsp_n015_f05_moderate_s2,15,5,moderate,2,2.5,2.0,2.5,226.0,15.066666666666666,29.0,7.5141348285895315,72.5,255.15739137555107,25.043531,25.043530861697477,51.03147827511022,52.41800900496424,0.5022222222222222,102.06295655022043,50.08706172339495,2.5,2.5,0,,,,,,,,,,,,,1,187.855600,0.007500,187.543200,10,50,597,522,0,1,11.9400,1213.397366,1277.690108,ip_only,0,1,,,11.9400
lrsp_n015_f05_moderate_s3,15,5,moderate,3,2.5,2.0,2.5,282.0,18.8,29.0,6.068497892120147,72.5,277.16846437031734,26.395336,26.395336089760782,55.43369287406347,56.236869364382876,0.49911504424778763,110.86738574812694,52.790672179521565,2.5,2.5,0,,,,,,,,,,,,,1,14.643300,0.008000,14.468300,9,45,550,475,0,1,12.2222,1404.397511,1459.490517,ip_only,0,1,,,12.2222
lrsp_n015_f05_tight_s1,15,5,tight,1,1.7,1.4,1.7,315.0,21.0,30.0,8.049844718999243,51.0,190.32962531935905,29.448386,29.44838607741797,55.97930156451737,54.2072233565242,0.7159090909090909,111.95860312903474,58.89677215483594,1.7,1.7,0,,,,,,,,,,,,,1,0.133800,0.003600,0.109100,7,35,309,241,0,1,8.8286,2019.543160,2068.470420,ip_only,0,1,,,8.8286
lrsp_n015_f05_tight_s2,15,5,tight,2,1.7,1.4,1.7,226.0,15.066666666666666,29.0,7.5141348285895315,49.3,173.50702613537473,25.043531,25.043530861697477,51.03147827511022,52.41800900496424,0.7174603174603175,102.06295655022043,50.08706172339495,1.7,1.7,0,,,,,,,,,,,,,1,1.243300,0.004500,1.051500,7,35,333,258,0,1,9.5143,1579.341737,1644.692080,ip_only,0,1,,,9.5143
lrsp_n015_f05_tight_s3,15,5,tight,3,1.7,1.4,1.7,282.0,18.8,29.0,6.068497892120147,49.3,188.47455577181577,26.395336,26.395336089760782,55.43369287406347,56.236869364382876,0.7139240506329114,110.86738574812694,52.790672179521565,1.7,1.7,0,,,,,,,,,,,,,1,0.149600,0.003100,0.143400,5,25,248,174,0,1,9.9200,1778.325617,1778.325617,ip_only,0,1,,,9.9200
lrsp_n016_f05_easy_s1,16,5,easy,1,4.0,3.0,4.0,323.0,20.1875,30.0,8.40549485455794,120.0,715.8619439686782,36.168382,36.168382017446646,89.48274299608478,57.330132253543994,0.33298969072164947,178.96548599216956,72.33676403489329,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n016_f05_easy_s2,16,5,easy,2,4.0,3.0,4.0,242.0,15.125,29.0,7.279036680770334,116.0,379.6277083610894,29.489911,29.48991114936826,47.453463545136174,51.21244969685479,0.33379310344827584,94.90692709027235,58.97982229873652,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n016_f05_easy_s3,16,5,easy,3,4.0,3.0,4.0,296.0,18.5,29.0,5.989574275355469,116.0,392.1809406455077,22.489254,22.48925397729224,49.02261758068846,54.1420369551973,0.3325842696629214,98.04523516137692,44.97850795458448,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n016_f05_moderate_s1,16,5,moderate,1,2.5,2.0,2.5,323.0,20.1875,30.0,8.40549485455794,75.0,447.4137149804239,36.168382,36.168382017446646,89.48274299608478,57.330132253543994,0.5007751937984496,178.96548599216956,72.33676403489329,2.5,2.5,0,,,,,,,,,,,,,1,33.511800,0.005900,33.475800,9,45,485,405,0,1,10.7778,1845.830839,1881.043450,ip_only,0,1,,,10.7778
lrsp_n016_f05_moderate_s2,16,5,moderate,2,2.5,2.0,2.5,242.0,15.125,29.0,7.279036680770334,72.5,237.26731772568087,29.489911,29.48991114936826,47.453463545136174,51.21244969685479,0.49896907216494846,94.90692709027235,58.97982229873652,2.5,2.5,0,,,,,,,,,,,,,1,225.040200,0.010800,224.785400,11,55,712,632,0,1,12.9455,1407.709096,1511.280614,ip_only,0,1,,,12.9455
lrsp_n016_f05_moderate_s3,16,5,moderate,3,2.5,2.0,2.5,296.0,18.5,29.0,5.989574275355469,72.5,245.1130879034423,22.489254,22.48925397729224,49.02261758068846,54.1420369551973,0.5016949152542373,98.04523516137692,44.97850795458448,2.5,2.5,0,,,,,,,,,,,,,1,20.575300,0.007100,20.294800,10,50,497,417,0,1,9.9400,1250.722646,1322.325585,ip_only,0,1,,,9.9400
lrsp_n016_f05_tight_s1,16,5,tight,1,1.7,1.4,1.7,323.0,20.1875,30.0,8.40549485455794,51.0,304.24132618668824,36.168382,36.168382017446646,89.48274299608478,57.330132253543994,0.7177777777777777,178.96548599216956,72.33676403489329,1.7,1.7,0,,,,,,,,,,,,,1,1.705100,0.005200,1.456000,9,45,474,394,0,1,10.5333,2446.377086,2548.336117,ip_only,0,1,,,10.5333
lrsp_n016_f05_tight_s2,16,5,tight,2,1.7,1.4,1.7,242.0,15.125,29.0,7.279036680770334,49.3,161.34177605346298,29.489911,29.48991114936826,47.453463545136174,51.21244969685479,0.711764705882353,94.90692709027235,58.97982229873652,1.7,1.7,0,,,,,,,,,,,,,1,0.487600,0.004500,0.292600,7,35,345,274,0,1,9.8571,1859.655665,1972.181610,ip_only,0,1,,,9.8571
lrsp_n016_f05_tight_s3,16,5,tight,3,1.7,1.4,1.7,296.0,18.5,29.0,5.989574275355469,49.3,166.67689977434077,22.489254,22.48925397729224,49.02261758068846,54.1420369551973,0.7132530120481928,98.04523516137692,44.97850795458448,1.7,1.7,0,,,,,,,,,,,,,1,0.285700,0.003800,0.151000,6,30,278,207,0,1,9.2667,1584.498424,1628.674172,ip_only,0,1,,,9.2667
lrsp_n017_f05_easy_s1,17,5,easy,1,4.0,3.0,4.0,350.0,20.58823529411765,30.0,8.31058024115264,120.0,399.2451705947501,25.454692,25.45469151540101,49.90564632434376,57.82534552243374,0.3333333333333333,99.81129264868753,50.90938303080202,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n017_f05_easy_s2,17,5,easy,2,4.0,3.0,4.0,252.0,14.823529411764707,29.0,7.163923457712155,116.0,349.9978476192148,24.771702,24.771701739782696,43.74973095240185,52.36154965729138,0.3337748344370861,87.4994619048037,49.54340347956539,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n017_f05_easy_s3,17,5,easy,3,4.0,3.0,4.0,319.0,18.764705882352942,29.0,5.906421348734691,116.0,499.2193039141894,24.508397,24.508396827719107,62.40241298927368,52.78913169277831,0.33403141361256544,124.80482597854736,49.016793655438214,4.0,4.0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,both_to,0,0,,,
lrsp_n017_f05_moderate_s1,17,5,moderate,1,2.5,2.0,2.5,350.0,20.58823529411765,30.0,8.31058024115264,75.0,249.52823162171882,25.454692,25.45469151540101,49.90564632434376,57.82534552243374,0.5,99.81129264868753,50.90938303080202,2.5,2.5,0,,,,,,,,,,,,,1,18.486400,0.007100,18.457700,8,40,500,415,0,1,12.5000,1434.144632,1441.447486,ip_only,0,1,,,12.5000
lrsp_n017_f05_moderate_s2,17,5,moderate,2,2.5,2.0,2.5,252.0,14.823529411764707,29.0,7.163923457712155,72.5,218.74865476200924,24.771702,24.771701739782696,43.74973095240185,52.36154965729138,0.499009900990099,87.4994619048037,49.54340347956539,2.5,2.5,0,,,,,,,,,,,,,1,205.069600,0.010400,204.839400,11,55,630,545,0,1,11.4545,1248.805087,1341.061843,ip_only,0,1,,,11.4545
lrsp_n017_f05_moderate_s3,17,5,moderate,3,2.5,2.0,2.5,319.0,18.764705882352942,29.0,5.906421348734691,72.5,312.0120649463684,24.508397,24.508396827719107,62.40241298927368,52.78913169277831,0.4984375,124.80482597854736,49.016793655438214,2.5,2.5,0,,,,,,,,,,,,,1,47.220000,0.006800,47.150000,10,50,550,465,0,1,11.0000,1364.419845,1404.033696,ip_only,0,1,,,11.0000
lrsp_n017_f05_tight_s1,17,5,tight,1,1.7,1.4,1.7,350.0,20.58823529411765,30.0,8.31058024115264,51.0,169.6791975027688,25.454692,25.45469151540101,49.90564632434376,57.82534552243374,0.7142857142857143,99.81129264868753,50.90938303080202,1.7,1.7,0,,,,,,,,,,,,,1,0.086000,0.004200,0.069300,6,30,306,238,0,1,10.2000,1860.224440,1872.976524,ip_only,0,1,,,10.2000
lrsp_n017_f05_tight_s2,17,5,tight,2,1.7,1.4,1.7,252.0,14.823529411764707,29.0,7.163923457712155,49.3,148.7490852381663,24.771702,24.771701739782696,43.74973095240185,52.36154965729138,0.7098591549295775,87.4994619048037,49.54340347956539,1.7,1.7,0,,,,,,,,,,,,,1,0.434900,0.005000,0.265200,7,35,333,259,0,1,9.5143,1601.308408,1683.271611,ip_only,0,1,,,9.5143
lrsp_n017_f05_tight_s3,17,5,tight,3,1.7,1.4,1.7,319.0,18.764705882352942,29.0,5.906421348734691,49.3,212.1682041635305,24.508397,24.508396827719107,62.40241298927368,52.78913169277831,0.7168539325842697,124.80482597854736,49.016793655438214,1.7,1.7,0,,,,,,,,,,,,,1,0.440200,0.004000,0.399000,7,35,355,273,0,1,10.1429,1758.178676,1773.946003,ip_only,0,1,,,10.1429
